Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/14/2020,ID-SN,Sulawesi Selatan,8,3,4,1,228,22,34,172,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.85,24.19,0.32,2.33,9.65%,14.91%,,3.00
4/14/2020,ID-ST,Sulawesi Tengah,0,0,0,0,19,3,2,14,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,6.43,0.00,1.02,15.79%,10.53%,1.00,0.00
4/14/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,16,1,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,6.07,0.00,0.38,6.25%,6.25%,1.00,1.00
4/14/2020,ID-SA,Sulawesi Utara,0,0,2,-2,15,3,3,9,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,5.68,0.00,1.14,20.00%,20.00%,1.00,1.00
4/14/2020,ID-SB,Sumatera Barat,3,1,0,2,48,4,6,38,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,8.70,0.18,0.72,8.33%,12.50%,3.00,
4/14/2020,ID-SS,Sumatera Selatan,1,0,0,1,18,0,3,15,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,2.19,0.00,0.00,0.00%,16.67%,,1.00
4/14/2020,ID-SU,Sumatera Utara,5,0,1,4,65,9,10,46,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.34,4.37,0.00,0.61,13.85%,15.38%,2.50,0.00
4/15/2020,ID-AC,Aceh,0,0,0,0,5,0,3,2,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,60.00%,1.00,1.00
4/15/2020,ID-BA,Bali,6,0,0,6,89,0,16,73,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.42,21.11,0.00,0.00,0.00%,17.98%,1.00,1.00
4/15/2020,ID-BT,Banten,0,2,1,-3,207,26,12,169,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,19.31,0.19,2.42,12.56%,5.80%,0.00,
4/15/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,2.00,0.00,0.50,25.00%,0.00%,1.00,1.00
4/15/2020,ID-JK,DKI Jakarta,135,11,20,104,1958,265,140,1553,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,12.45,180.52,1.01,24.43,13.53%,7.15%,1.09,1.10
4/15/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,47,6,22,19,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,12.94,0.00,1.65,12.77%,46.81%,0.20,1.00
4/15/2020,ID-GO,Gorontalo,0,0,0,0,1,0,0,1,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,0.85,0.00,0.00,0.00%,0.00%,1.00,1.00
4/15/2020,IDN,Indonesia,297,10,20,267,5136,469,446,4221,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.12,19.37,0.04,1.77,9.13%,8.68%,1.05,0.17
4/15/2020,ID-JA,Jambi,1,0,0,1,5,0,0,5,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,1.43,0.00,0.00,0.00%,0.00%,1.00,1.00
4/15/2020,ID-JB,Jawa Barat,30,1,1,28,586,51,26,509,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.66,12.98,0.02,1.13,8.70%,4.44%,10.00,
4/15/2020,ID-JT,Jawa Tengah,13,2,1,10,278,33,35,210,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.36,7.64,0.05,0.91,11.87%,12.59%,0.17,2.00
4/15/2020,ID-JI,Jawa Timur,25,4,11,10,450,43,71,336,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.62,11.12,0.10,1.06,9.56%,15.78%,0.69,0.31
4/15/2020,ID-KB,Kalimantan Barat,0,0,0,0,10,1,5,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,1.84,0.00,0.18,10.00%,50.00%,1.00,1.00
4/15/2020,ID-KS,Kalimantan Selatan,12,0,1,11,48,7,5,36,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,2.98,11.93,0.00,1.74,14.58%,10.42%,4.00,0.00
4/15/2020,ID-KT,Kalimantan Tengah,8,0,0,8,29,2,8,19,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,3.11,11.28,0.00,0.78,6.90%,27.59%,,0.00
4/15/2020,ID-KI,Kalimantan Timur,0,0,0,0,32,1,6,25,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,9.01,0.00,0.28,3.13%,18.75%,1.00,1.00
4/15/2020,ID-KU,Kalimantan Utara,4,0,1,3,20,1,1,18,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,6.17,30.84,0.00,1.54,5.00%,5.00%,,1.00
4/15/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,5,1,0,4,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,3.62,0.00,0.72,20.00%,0.00%,,1.00
4/15/2020,ID-KR,Kepulauan Riau,5,0,3,2,27,6,5,16,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,2.59,13.99,0.00,3.11,22.22%,18.52%,0.83,0.00
4/15/2020,ID-LA,Lampung,0,0,0,0,20,5,4,11,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,2.20,0.00,0.55,25.00%,20.00%,1.00,1.00
4/15/2020,ID-MA,Maluku,3,0,0,3,14,0,0,14,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,1.62,7.58,0.00,0.00,0.00%,0.00%,,1.00
4/15/2020,ID-MU,Maluku Utara,2,0,1,1,4,0,2,2,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,3.06,0.00,0.00,0.00%,50.00%,,1.00
4/15/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,35,2,2,31,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.00,6.64,0.00,0.38,5.71%,5.71%,1.00,1.00
4/15/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.00,0.00%,0.00%,1.00,1.00
4/15/2020,ID-PA,Papua,7,0,0,7,74,4,9,61,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.61,17.05,0.00,0.92,5.41%,12.16%,,1.00
4/15/2020,ID-PB,Papua Barat,0,0,0,0,2,0,0,2,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.00,0.00%,0.00%,1.00,1.00
4/15/2020,ID-RI,Riau,0,2,4,-6,19,5,7,7,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,3.13,0.33,0.82,26.32%,36.84%,1.00,
4/15/2020,ID-SR,Sulawesi Barat,2,0,0,2,7,1,1,5,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,4.49,0.00,0.64,14.29%,14.29%,,1.00
4/15/2020,ID-SN,Sulawesi Selatan,10,1,9,0,238,23,43,172,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.06,25.25,0.11,2.44,9.66%,18.07%,1.25,0.33
4/15/2020,ID-ST,Sulawesi Tengah,3,0,0,3,22,3,2,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.02,7.44,0.00,1.02,13.64%,9.09%,,1.00
4/15/2020,ID-SG,Sulawesi Tenggara,8,0,3,5,24,1,4,19,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,3.04,9.11,0.00,0.38,4.17%,16.67%,,1.00
4/15/2020,ID-SA,Sulawesi Utara,1,0,0,1,16,3,3,10,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,6.06,0.00,1.14,18.75%,18.75%,,1.00
4/15/2020,ID-SB,Sumatera Barat,7,0,1,6,55,4,7,44,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.27,9.97,0.00,0.72,7.27%,12.73%,2.33,0.00
4/15/2020,ID-SS,Sumatera Selatan,3,0,0,3,21,0,3,18,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.37,2.56,0.00,0.00,0.00%,14.29%,3.00,1.00
4/15/2020,ID-SU,Sumatera Utara,6,0,0,6,71,9,10,52,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.40,4.77,0.00,0.61,12.68%,14.08%,1.20,1.00
4/16/2020,ID-AC,Aceh,0,0,0,0,5,0,3,2,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,60.00%,1.00,1.00
4/16/2020,ID-BA,Bali,15,0,9,6,104,0,25,79,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,3.56,24.67,0.00,0.00,0.00%,24.04%,2.50,1.00
4/16/2020,ID-BT,Banten,15,6,0,9,222,32,12,178,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.40,20.70,0.56,2.98,14.41%,5.41%,,3.00
4/16/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,2.00,0.00,0.50,25.00%,0.00%,1.00,1.00
4/16/2020,ID-JK,DKI Jakarta,183,1,0,182,2141,266,140,1735,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,16.87,197.40,0.09,24.52,12.42%,6.54%,1.36,0.09
4/16/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,48,6,22,20,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,13.22,0.00,1.65,12.50%,45.83%,1.00,1.00
4/16/2020,ID-GO,Gorontalo,3,0,0,3,4,0,0,4,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,2.54,3.39,0.00,0.00,0.00%,0.00%,,1.00
4/16/2020,IDN,Indonesia,380,27,102,251,5516,496,548,4472,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.43,20.80,0.10,1.87,8.99%,9.93%,1.28,2.70
4/16/2020,ID-JA,Jambi,1,0,0,1,6,0,0,6,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,1.72,0.00,0.00,0.00%,0.00%,1.00,1.00
4/16/2020,ID-JB,Jawa Barat,13,1,5,7,599,52,31,516,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.29,13.26,0.02,1.15,8.68%,5.18%,0.43,1.00
4/16/2020,ID-JT,Jawa Tengah,8,2,2,4,286,35,37,214,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,7.86,0.05,0.96,12.24%,12.94%,0.62,1.00
4/16/2020,ID-JI,Jawa Timur,15,1,3,11,465,44,74,347,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.37,11.49,0.02,1.09,9.46%,15.91%,0.60,0.25
4/16/2020,ID-KB,Kalimantan Barat,8,0,0,8,18,1,5,12,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.48,3.32,0.00,0.18,5.56%,27.78%,,1.00
4/16/2020,ID-KS,Kalimantan Selatan,9,0,4,5,57,7,9,41,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,2.24,14.17,0.00,1.74,12.28%,15.79%,0.75,1.00
4/16/2020,ID-KT,Kalimantan Tengah,1,0,0,1,30,2,8,20,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,11.67,0.00,0.78,6.67%,26.67%,0.13,1.00
4/16/2020,ID-KI,Kalimantan Timur,9,0,5,4,41,1,11,29,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,2.53,11.54,0.00,0.28,2.44%,26.83%,,1.00
4/16/2020,ID-KU,Kalimantan Utara,8,0,1,7,28,1,2,25,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,12.34,43.18,0.00,1.54,3.57%,7.14%,2.00,1.00
4/16/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,6,1,0,5,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,4.35,0.00,0.72,16.67%,0.00%,1.00,1.00
4/16/2020,ID-KR,Kepulauan Riau,7,0,0,7,34,6,5,23,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,3.63,17.62,0.00,3.11,17.65%,14.71%,1.40,1.00
4/16/2020,ID-LA,Lampung,5,0,0,5,25,5,4,16,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.55,2.75,0.00,0.55,20.00%,16.00%,,1.00
4/16/2020,ID-MA,Maluku,0,0,0,0,14,0,0,14,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,7.58,0.00,0.00,0.00%,0.00%,0.00,1.00
4/16/2020,ID-MU,Maluku Utara,0,0,0,0,4,0,2,2,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,3.06,0.00,0.00,0.00%,50.00%,0.00,1.00
4/16/2020,ID-NB,Nusa Tenggara Barat,8,0,0,8,43,2,2,39,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,1.52,8.16,0.00,0.38,4.65%,4.65%,,1.00
4/16/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.00,0.00%,0.00%,1.00,1.00
4/16/2020,ID-PA,Papua,5,2,5,-2,79,6,14,59,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.15,18.20,0.46,1.38,7.59%,17.72%,0.71,
4/16/2020,ID-PB,Papua Barat,3,0,0,3,5,0,0,5,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,2.63,4.38,0.00,0.00,0.00%,0.00%,,1.00
4/16/2020,ID-RI,Riau,5,0,3,2,24,5,10,9,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.82,3.95,0.00,0.82,20.83%,41.67%,,0.00
4/16/2020,ID-SR,Sulawesi Barat,0,0,0,0,7,1,1,5,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,4.49,0.00,0.64,14.29%,14.29%,0.00,1.00
4/16/2020,ID-SN,Sulawesi Selatan,27,2,0,25,265,25,43,197,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,2.86,28.11,0.21,2.65,9.43%,16.23%,2.70,2.00
4/16/2020,ID-ST,Sulawesi Tengah,0,0,0,0,22,3,2,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,7.44,0.00,1.02,13.64%,9.09%,0.00,1.00
4/16/2020,ID-SG,Sulawesi Tenggara,3,0,0,3,27,1,4,22,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,1.14,10.24,0.00,0.38,3.70%,14.81%,0.38,1.00
4/16/2020,ID-SA,Sulawesi Utara,0,0,1,-1,16,3,4,9,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,6.06,0.00,1.14,18.75%,25.00%,0.00,1.00
4/16/2020,ID-SB,Sumatera Barat,0,0,0,0,55,4,7,44,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,9.97,0.00,0.72,7.27%,12.73%,0.00,1.00
4/16/2020,ID-SS,Sumatera Selatan,18,0,0,18,39,0,3,36,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,2.19,4.75,0.00,0.00,0.00%,7.69%,6.00,1.00
4/16/2020,ID-SU,Sumatera Utara,1,0,3,-2,72,9,13,50,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.07,4.84,0.00,0.61,12.50%,18.06%,0.17,1.00
4/17/2020,ID-AC,Aceh,0,0,0,0,5,0,3,2,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,60.00%,1.00,1.00
4/17/2020,ID-BA,Bali,11,0,5,6,115,0,30,85,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.61,27.28,0.00,0.00,0.00%,26.09%,0.73,1.00
4/17/2020,ID-BT,Banten,8,2,0,6,230,34,12,184,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.75,21.45,0.19,3.17,14.78%,5.22%,0.53,0.33
4/17/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,2.00,0.00,0.50,25.00%,0.00%,1.00,1.00
4/17/2020,ID-JK,DKI Jakarta,146,7,36,103,2287,273,176,1838,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,13.46,210.86,0.65,25.17,11.94%,7.70%,0.80,7.00
4/17/2020,ID-YO,Daerah Istimewa Yogyakarta,1,1,3,-3,49,7,25,17,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,13.49,0.28,1.93,14.29%,51.02%,1.00,
4/17/2020,ID-GO,Gorontalo,0,0,0,0,4,0,0,4,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,3.39,0.00,0.00,0.00%,0.00%,0.00,1.00
4/17/2020,IDN,Indonesia,407,24,59,324,5923,520,607,4796,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.53,22.34,0.09,1.96,8.78%,10.25%,1.07,0.89
4/17/2020,ID-JA,Jambi,1,0,0,1,7,0,0,7,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,2.00,0.00,0.00,0.00%,0.00%,1.00,1.00
4/17/2020,ID-JB,Jawa Barat,59,3,15,41,658,55,46,557,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.31,14.57,0.07,1.22,8.36%,6.99%,4.54,3.00
4/17/2020,ID-JT,Jawa Tengah,5,4,16,-15,291,39,53,199,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.14,8.00,0.11,1.07,13.40%,18.21%,0.63,2.00
4/17/2020,ID-JI,Jawa Timur,8,1,8,-1,473,45,82,346,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.20,11.69,0.02,1.11,9.51%,17.34%,0.53,1.00
4/17/2020,ID-KB,Kalimantan Barat,0,0,0,0,18,1,5,12,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,3.32,0.00,0.18,5.56%,27.78%,0.00,1.00
4/17/2020,ID-KS,Kalimantan Selatan,15,0,0,15,72,7,9,56,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,3.73,17.90,0.00,1.74,9.72%,12.50%,1.67,1.00
4/17/2020,ID-KT,Kalimantan Tengah,1,0,0,1,31,2,8,21,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,12.06,0.00,0.78,6.45%,25.81%,1.00,1.00
4/17/2020,ID-KI,Kalimantan Timur,0,0,1,-1,41,1,12,28,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,11.54,0.00,0.28,2.44%,29.27%,0.00,1.00
4/17/2020,ID-KU,Kalimantan Utara,19,0,0,19,47,1,2,44,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,29.30,72.49,0.00,1.54,2.13%,4.26%,2.38,1.00
4/17/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,6,1,0,5,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,4.35,0.00,0.72,16.67%,0.00%,0.00,1.00
